DATE;TIME;PROB_NAME;TRIAL_NO;BEST;ELAPSED;LF_STRATEGY;NO_TRIALS;MHFE
22-Jun-2021;17:40:46;LV_f01_MF;28;-1.191648;208.42;1;30;400
22-Jun-2021;17:44:17;LV_f01_MF;29;-1.191648;211.27;1;30;400
22-Jun-2021;17:47:48;LV_f01_MF;30;-1.191648;210.88;1;30;400
22-Jun-2021;17:58:57;LV_f02_MF;1;0.000009;668.70;1;30;400
22-Jun-2021;18:11:22;LV_f02_MF;2;0.000003;745.29;1;30;400
22-Jun-2021;18:21:50;LV_f02_MF;3;0.000016;627.64;1;30;400
22-Jun-2021;18:32:05;LV_f02_MF;4;0.000023;615.82;1;30;400
22-Jun-2021;18:42:18;LV_f02_MF;5;0.000011;612.85;1;30;400
22-Jun-2021;18:52:59;LV_f02_MF;6;0.000037;640.99;1;30;400
22-Jun-2021;19:04:46;LV_f02_MF;7;0.000018;706.68;1;30;400
22-Jun-2021;19:16:13;LV_f02_MF;8;0.000016;686.76;1;30;400
22-Jun-2021;19:25:41;LV_f02_MF;9;0.000012;568.08;1;30;400
22-Jun-2021;19:38:07;LV_f02_MF;10;0.000040;746.07;1;30;400
22-Jun-2021;19:49:42;LV_f02_MF;11;0.000014;695.68;1;30;400
22-Jun-2021;19:59:40;LV_f02_MF;12;0.000006;597.61;1;30;400
22-Jun-2021;20:10:19;LV_f02_MF;13;0.000006;638.73;1;30;400
22-Jun-2021;20:20:02;LV_f02_MF;14;0.000001;583.43;1;30;400
22-Jun-2021;20:28:10;LV_f02_MF;15;0.000005;487.45;1;30;400
22-Jun-2021;20:39:04;LV_f02_MF;16;0.000029;654.44;1;30;400
22-Jun-2021;20:50:41;LV_f02_MF;17;0.000002;697.31;1;30;400
22-Jun-2021;21:01:01;LV_f02_MF;18;0.000003;619.69;1;30;400
22-Jun-2021;21:09:39;LV_f02_MF;19;0.000012;517.34;1;30;400
22-Jun-2021;21:17:54;LV_f02_MF;20;0.000003;495.34;1;30;400
22-Jun-2021;21:26:40;LV_f02_MF;21;0.000051;525.80;1;30;400
22-Jun-2021;21:37:51;LV_f02_MF;22;0.000005;671.82;1;30;400
22-Jun-2021;21:49:57;LV_f02_MF;23;0.000012;725.24;1;30;400
22-Jun-2021;22:01:20;LV_f02_MF;24;0.000013;683.33;1;30;400
22-Jun-2021;22:16:31;LV_f02_MF;25;0.000002;911.10;1;30;400
22-Jun-2021;22:25:31;LV_f02_MF;26;0.000014;539.91;1;30;400
22-Jun-2021;22:37:18;LV_f02_MF;27;0.000007;706.93;1;30;400
22-Jun-2021;22:49:27;LV_f02_MF;28;0.000009;729.12;1;30;400
22-Jun-2021;22:58:05;LV_f02_MF;29;0.000012;517.76;1;30;400
22-Jun-2021;23:08:14;LV_f02_MF;30;0.000006;608.82;1;30;400
22-Jun-2021;23:14:39;LV_f03_MF;1;-20.000000;385.19;1;30;400
22-Jun-2021;23:19:32;LV_f03_MF;2;-20.000000;293.39;1;30;400
22-Jun-2021;23:24:45;LV_f03_MF;3;-20.000000;312.54;1;30;400
22-Jun-2021;23:30:02;LV_f03_MF;4;-20.000000;316.69;1;30;400
22-Jun-2021;23:35:39;LV_f03_MF;5;-20.000000;337.69;1;30;400
22-Jun-2021;23:40:29;LV_f03_MF;6;-20.000000;289.57;1;30;400
22-Jun-2021;23:45:25;LV_f03_MF;7;-20.000000;296.55;1;30;400
22-Jun-2021;23:50:55;LV_f03_MF;8;-20.000000;329.34;1;30;400
22-Jun-2021;23:55:44;LV_f03_MF;9;-20.000000;289.43;1;30;400
23-Jun-2021;00:02:35;LV_f03_MF;10;-20.000000;410.59;1;30;400
23-Jun-2021;00:08:00;LV_f03_MF;11;-20.000000;325.27;1;30;400
23-Jun-2021;00:13:33;LV_f03_MF;12;-20.000000;333.04;1;30;400
23-Jun-2021;00:19:52;LV_f03_MF;13;-20.000000;379.12;1;30;400
23-Jun-2021;00:25:16;LV_f03_MF;14;-20.000000;323.28;1;30;400
23-Jun-2021;00:31:31;LV_f03_MF;15;-20.000000;375.72;1;30;400
23-Jun-2021;00:36:29;LV_f03_MF;16;-20.000000;298.22;1;30;400
23-Jun-2021;00:42:01;LV_f03_MF;17;-20.000000;331.02;1;30;400
23-Jun-2021;00:47:15;LV_f03_MF;18;-20.000000;314.16;1;30;400
23-Jun-2021;00:53:21;LV_f03_MF;19;-20.000000;366.33;1;30;400
23-Jun-2021;00:59:14;LV_f03_MF;20;-20.000000;352.71;1;30;400
23-Jun-2021;01:04:11;LV_f03_MF;21;-20.000000;297.15;1;30;400
23-Jun-2021;01:08:55;LV_f03_MF;22;-20.000000;284.55;1;30;400
23-Jun-2021;01:14:03;LV_f03_MF;23;-20.000000;307.44;1;30;400
23-Jun-2021;01:19:22;LV_f03_MF;24;-20.000000;319.04;1;30;400
23-Jun-2021;01:25:37;LV_f03_MF;25;-20.000000;375.55;1;30;400
23-Jun-2021;01:31:06;LV_f03_MF;26;-20.000000;328.32;1;30;400
23-Jun-2021;01:36:37;LV_f03_MF;27;-20.000000;331.28;1;30;400
23-Jun-2021;01:43:29;LV_f03_MF;28;-20.000000;411.40;1;30;400
23-Jun-2021;01:49:51;LV_f03_MF;29;-20.000000;382.67;1;30;400
23-Jun-2021;01:55:43;LV_f03_MF;30;-20.000000;351.43;1;30;400
23-Jun-2021;02:07:19;LV_f04_MF;1;0.151970;696.59;1;30;400
23-Jun-2021;02:19:18;LV_f04_MF;2;0.151970;718.38;1;30;400
23-Jun-2021;02:32:38;LV_f04_MF;3;0.151970;800.53;1;30;400
23-Jun-2021;02:43:50;LV_f04_MF;4;0.151970;671.51;1;30;400
23-Jun-2021;02:55:35;LV_f04_MF;5;0.151970;705.08;1;30;400
23-Jun-2021;03:07:38;LV_f04_MF;6;0.151970;723.12;1;30;400
23-Jun-2021;03:19:50;LV_f04_MF;7;0.151970;732.03;1;30;400
23-Jun-2021;03:31:04;LV_f04_MF;8;0.151970;673.67;1;30;400
23-Jun-2021;03:41:02;LV_f04_MF;9;0.151970;598.88;1;30;400
23-Jun-2021;03:51:50;LV_f04_MF;10;0.151970;647.44;1;30;400
23-Jun-2021;04:01:37;LV_f04_MF;11;0.151970;587.56;1;30;400
23-Jun-2021;04:13:00;LV_f04_MF;12;0.151970;682.50;1;30;400
23-Jun-2021;04:22:59;LV_f04_MF;13;0.151970;599.44;1;30;400
23-Jun-2021;04:34:16;LV_f04_MF;14;0.151970;676.42;1;30;400
23-Jun-2021;04:44:17;LV_f04_MF;15;0.151970;601.24;1;30;400
23-Jun-2021;04:57:31;LV_f04_MF;16;0.151970;794.39;1;30;400
23-Jun-2021;05:07:19;LV_f04_MF;17;0.151970;587.45;1;30;400
23-Jun-2021;05:17:28;LV_f04_MF;18;0.151970;609.39;1;30;400
23-Jun-2021;05:28:11;LV_f04_MF;19;0.151970;642.66;1;30;400
23-Jun-2021;05:38:50;LV_f04_MF;20;0.151970;638.71;1;30;400
23-Jun-2021;05:50:01;LV_f04_MF;21;0.151970;671.48;1;30;400
23-Jun-2021;06:01:40;LV_f04_MF;22;0.151970;699.24;1;30;400
23-Jun-2021;06:14:00;LV_f04_MF;23;0.151970;739.87;1;30;400
23-Jun-2021;06:26:09;LV_f04_MF;24;0.151970;728.36;1;30;400
23-Jun-2021;06:36:22;LV_f04_MF;25;0.151970;613.31;1;30;400
23-Jun-2021;06:47:29;LV_f04_MF;26;0.151970;666.59;1;30;400
23-Jun-2021;06:57:47;LV_f04_MF;27;0.151970;618.65;1;30;400
23-Jun-2021;07:10:39;LV_f04_MF;28;0.151970;771.98;1;30;400
23-Jun-2021;07:22:26;LV_f04_MF;29;0.151970;706.35;1;30;400
23-Jun-2021;07:32:06;LV_f04_MF;30;0.151970;580.01;1;30;400
23-Jun-2021;07:40:24;LV_f05_MF;1;0.000000;498.03;1;30;400
23-Jun-2021;07:50:20;LV_f05_MF;2;0.000000;596.50;1;30;400
23-Jun-2021;07:57:30;LV_f05_MF;3;0.000000;429.75;1;30;400
23-Jun-2021;08:08:01;LV_f05_MF;4;0.000000;630.90;1;30;400
23-Jun-2021;08:16:03;LV_f05_MF;5;0.000000;482.05;1;30;400
23-Jun-2021;08:22:46;LV_f05_MF;6;0.000000;402.65;1;30;400
23-Jun-2021;08:32:14;LV_f05_MF;7;0.000000;568.28;1;30;400
23-Jun-2021;08:39:24;LV_f05_MF;8;0.000000;430.54;1;30;400
23-Jun-2021;08:49:06;LV_f05_MF;9;0.000000;581.26;1;30;400
23-Jun-2021;08:57:54;LV_f05_MF;10;0.000000;528.36;1;30;400
23-Jun-2021;09:07:35;LV_f05_MF;11;0.000000;581.11;1;30;400
23-Jun-2021;09:17:42;LV_f05_MF;12;0.000000;607.14;1;30;400
23-Jun-2021;09:25:34;LV_f05_MF;13;0.000000;471.95;1;30;400
23-Jun-2021;09:32:50;LV_f05_MF;14;0.000000;435.60;1;30;400
23-Jun-2021;09:42:48;LV_f05_MF;15;0.000000;598.25;1;30;400
23-Jun-2021;09:52:37;LV_f05_MF;16;0.000000;589.25;1;30;400
23-Jun-2021;10:02:13;LV_f05_MF;17;0.000000;575.76;1;30;400
23-Jun-2021;10:11:43;LV_f05_MF;18;0.000000;570.04;1;30;400
23-Jun-2021;10:21:28;LV_f05_MF;19;0.000000;585.10;1;30;400
23-Jun-2021;10:31:31;LV_f05_MF;20;0.000000;602.22;1;30;400
23-Jun-2021;10:39:32;LV_f05_MF;21;0.000000;481.76;1;30;400
23-Jun-2021;10:48:54;LV_f05_MF;22;0.000000;562.20;1;30;400
23-Jun-2021;10:58:46;LV_f05_MF;23;0.000000;591.03;1;30;400
23-Jun-2021;11:06:05;LV_f05_MF;24;0.000000;439.69;1;30;400
23-Jun-2021;11:16:01;LV_f05_MF;25;0.000000;595.78;1;30;400
23-Jun-2021;11:23:21;LV_f05_MF;26;0.000000;439.99;1;30;400
23-Jun-2021;11:30:21;LV_f05_MF;27;0.000000;419.55;1;30;400
23-Jun-2021;11:40:19;LV_f05_MF;28;0.000000;598.23;1;30;400
23-Jun-2021;11:50:18;LV_f05_MF;29;0.000000;598.77;1;30;400
23-Jun-2021;11:57:26;LV_f05_MF;30;0.000000;428.13;1;30;400
23-Jun-2021;12:00:58;LV_f06_MF;1;0.000120;212.25;1;30;400
23-Jun-2021;12:04:33;LV_f06_MF;2;0.000031;214.85;1;30;400
23-Jun-2021;12:07:52;LV_f06_MF;3;0.000802;199.22;1;30;400
23-Jun-2021;12:14:09;LV_f06_MF;4;0.000632;377.08;1;30;400
23-Jun-2021;12:17:23;LV_f06_MF;5;0.001917;193.79;1;30;400
23-Jun-2021;12:20:59;LV_f06_MF;6;0.001423;215.95;1;30;400
23-Jun-2021;12:24:16;LV_f06_MF;7;0.000290;197.55;1;30;400
23-Jun-2021;12:27:38;LV_f06_MF;8;0.001707;201.95;1;30;400
23-Jun-2021;12:31:41;LV_f06_MF;9;0.000776;242.38;1;30;400
23-Jun-2021;12:35:03;LV_f06_MF;10;0.000954;202.26;1;30;400
23-Jun-2021;12:38:31;LV_f06_MF;11;0.002977;207.89;1;30;400
23-Jun-2021;12:41:48;LV_f06_MF;12;0.001070;197.36;1;30;400
23-Jun-2021;12:45:04;LV_f06_MF;13;0.001249;195.62;1;30;400
23-Jun-2021;12:52:00;LV_f06_MF;14;0.001732;416.48;1;30;400
23-Jun-2021;12:55:17;LV_f06_MF;15;0.003559;196.26;1;30;400
23-Jun-2021;12:58:34;LV_f06_MF;16;0.000260;197.20;1;30;400
23-Jun-2021;13:02:11;LV_f06_MF;17;0.000686;217.22;1;30;400
23-Jun-2021;13:05:39;LV_f06_MF;18;0.000938;207.80;1;30;400
23-Jun-2021;13:12:15;LV_f06_MF;19;0.001288;396.52;1;30;400
23-Jun-2021;13:15:34;LV_f06_MF;20;0.004399;199.00;1;30;400
23-Jun-2021;13:19:00;LV_f06_MF;21;0.000538;205.35;1;30;400
23-Jun-2021;13:24:20;LV_f06_MF;22;0.000047;319.75;1;30;400
23-Jun-2021;13:27:35;LV_f06_MF;23;0.001363;195.26;1;30;400
23-Jun-2021;13:31:39;LV_f06_MF;24;0.000540;244.50;1;30;400
23-Jun-2021;13:34:56;LV_f06_MF;25;0.003950;197.05;1;30;400
23-Jun-2021;13:41:23;LV_f06_MF;26;0.001203;386.62;1;30;400
23-Jun-2021;13:46:53;LV_f06_MF;27;0.000145;330.42;1;30;400
23-Jun-2021;13:50:20;LV_f06_MF;28;0.001334;206.06;1;30;400
23-Jun-2021;13:54:22;LV_f06_MF;29;0.003088;242.25;1;30;400
23-Jun-2021;13:57:46;LV_f06_MF;30;0.000014;204.63;1;30;400
23-Jun-2021;14:04:29;LV_f07_MF;1;0.012289;402.93;1;30;400
23-Jun-2021;14:10:30;LV_f07_MF;2;0.006538;360.26;1;30;400
23-Jun-2021;14:16:36;LV_f07_MF;3;0.001607;366.49;1;30;400
23-Jun-2021;14:24:32;LV_f07_MF;4;0.010938;476.24;1;30;400
23-Jun-2021;14:31:00;LV_f07_MF;5;0.012531;387.98;1;30;400
23-Jun-2021;14:38:03;LV_f07_MF;6;0.000667;422.40;1;30;400
23-Jun-2021;14:44:40;LV_f07_MF;7;0.001192;396.86;1;30;400
23-Jun-2021;14:51:15;LV_f07_MF;8;0.007364;395.05;1;30;400
23-Jun-2021;14:58:23;LV_f07_MF;9;0.007524;428.85;1;30;400
23-Jun-2021;15:04:32;LV_f07_MF;10;0.016990;368.78;1;30;400
23-Jun-2021;15:11:15;LV_f07_MF;11;0.002506;402.34;1;30;400
23-Jun-2021;15:18:38;LV_f07_MF;12;0.001412;443.27;1;30;400
23-Jun-2021;15:25:32;LV_f07_MF;13;0.011662;413.98;1;30;400
23-Jun-2021;15:32:45;LV_f07_MF;14;0.005456;433.13;1;30;400
23-Jun-2021;15:38:53;LV_f07_MF;15;0.001192;368.20;1;30;400
23-Jun-2021;15:45:39;LV_f07_MF;16;0.003206;405.45;1;30;400
23-Jun-2021;15:53:02;LV_f07_MF;17;0.073703;443.37;1;30;400
23-Jun-2021;15:59:45;LV_f07_MF;18;0.001879;402.56;1;30;400
23-Jun-2021;16:06:04;LV_f07_MF;19;0.002014;379.49;1;30;400
23-Jun-2021;16:13:25;LV_f07_MF;20;0.002484;440.53;1;30;400
23-Jun-2021;16:20:46;LV_f07_MF;21;0.014072;441.74;1;30;400
